pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
escherichia_coli.k32.S_eulertigs.k_8.d_na.M_runs	escherichia_coli.k32	eulertigs	8	na	runs	0.02	0.01	0.00	86%	7876	72	0	0.028244
escherichia_coli.k32.S_eulertigs.k_8.d_na.M_runsapprox	escherichia_coli.k32	eulertigs	8	na	runsapprox	0.01	0.00	0.01	94%	7876	0	0	0.023376
escherichia_coli.k32.S_eulertigs.k_8.d_na.M_zeros	escherichia_coli.k32	eulertigs	8	na	zeros	0.01	0.00	0.01	100%	4776	0	0	0.016587
escherichia_coli.k32.S_greedytigs.k_8.d_na.M_default	escherichia_coli.k32	greedytigs	8	na	default	Command exited with non-zero status 120	0.091266	na	na	na	na	na	na
escherichia_coli.k32.S_greedytigs.k_8.d_na.M_ones	escherichia_coli.k32	greedytigs	8	na	ones	0.01	0.00	0.01	78%	4776	72	0	0.018427
escherichia_coli.k32.S_greedytigs.k_8.d_na.M_runs	escherichia_coli.k32	greedytigs	8	na	runs	0.02	0.00	0.01	95%	7876	0	0	0.02486
escherichia_coli.k32.S_greedytigs.k_8.d_na.M_runsapprox	escherichia_coli.k32	greedytigs	8	na	runsapprox	0.01	0.00	0.00	94%	7876	0	0	0.02308
escherichia_coli.k32.S_greedytigs.k_8.d_na.M_zeros	escherichia_coli.k32	greedytigs	8	na	zeros	0.01	0.00	0.00	83%	4776	0	0	0.016956
escherichia_coli.k32.S_matchtigs.k_8.d_na.M_default	escherichia_coli.k32	matchtigs	8	na	default	Command exited with non-zero status 120	0.075273	na	na	na	na	na	na
escherichia_coli.k32.S_matchtigs.k_8.d_na.M_ones	escherichia_coli.k32	matchtigs	8	na	ones	0.00	0.00	0.00	85%	4716	0	0	0.011066
escherichia_coli.k32.S_matchtigs.k_8.d_na.M_runs	escherichia_coli.k32	matchtigs	8	na	runs	0.02	0.00	0.01	100%	7824	0	0	0.026254
escherichia_coli.k32.S_matchtigs.k_8.d_na.M_runsapprox	escherichia_coli.k32	matchtigs	8	na	runsapprox	0.03	0.00	0.01	59%	7824	0	0	0.050886
escherichia_coli.k32.S_matchtigs.k_8.d_na.M_zeros	escherichia_coli.k32	matchtigs	8	na	zeros	0.02	0.00	0.01	100%	4716	0	0	0.024149
escherichia_coli.k32.S_prophasm.k_8.d_na.M_default	escherichia_coli.k32	prophasm	8	na	default	Command exited with non-zero status 120	0.090351	na	na	na	na	na	na
escherichia_coli.k32.S_prophasm.k_8.d_na.M_ones	escherichia_coli.k32	prophasm	8	na	ones	0.01	0.00	0.00	83%	4776	72	0	0.016173
escherichia_coli.k32.S_prophasm.k_8.d_na.M_runs	escherichia_coli.k32	prophasm	8	na	runs	0.02	0.00	0.01	95%	7876	0	0	0.026526
escherichia_coli.k32.S_prophasm.k_8.d_na.M_runsapprox	escherichia_coli.k32	prophasm	8	na	runsapprox	0.02	0.00	0.02	87%	7876	0	0	0.029361
escherichia_coli.k32.S_prophasm.k_8.d_na.M_zeros	escherichia_coli.k32	prophasm	8	na	zeros	0.01	0.00	0.00	90%	4776	0	0	0.013608
escherichia_coli.k32.S_eulertigs.k_9.d_na.M_default	escherichia_coli.k32	eulertigs	9	na	default	Command exited with non-zero status 120	0.098632	na	na	na	na	na	na
escherichia_coli.k32.S_eulertigs.k_9.d_na.M_ones	escherichia_coli.k32	eulertigs	9	na	ones	0.02	0.00	0.01	92%	6312	264	0	0.030491
escherichia_coli.k32.S_eulertigs.k_9.d_na.M_runs	escherichia_coli.k32	eulertigs	9	na	runs	0.06	0.01	0.04	98%	18112	0	0	0.065717
escherichia_coli.k32.S_eulertigs.k_9.d_na.M_runsapprox	escherichia_coli.k32	eulertigs	9	na	runsapprox	0.05	0.00	0.05	100%	18112	0	0	0.062967
escherichia_coli.k32.S_eulertigs.k_9.d_na.M_zeros	escherichia_coli.k32	eulertigs	9	na	zeros	0.02	0.00	0.02	100%	6312	0	0	0.024562
escherichia_coli.k32.S_greedytigs.k_9.d_na.M_default	escherichia_coli.k32	greedytigs	9	na	default	Command exited with non-zero status 120	0.093758	na	na	na	na	na	na
escherichia_coli.k32.S_greedytigs.k_9.d_na.M_ones	escherichia_coli.k32	greedytigs	9	na	ones	0.03	0.00	0.02	90%	6312	264	0	0.036085
escherichia_coli.k32.S_greedytigs.k_9.d_na.M_runs	escherichia_coli.k32	greedytigs	9	na	runs	0.07	0.01	0.05	98%	18112	0	0	0.074103
escherichia_coli.k32.S_greedytigs.k_9.d_na.M_runsapprox	escherichia_coli.k32	greedytigs	9	na	runsapprox	0.05	0.02	0.03	98%	18112	0	0	0.061835
escherichia_coli.k32.S_greedytigs.k_9.d_na.M_zeros	escherichia_coli.k32	greedytigs	9	na	zeros	0.02	0.00	0.02	100%	6312	0	0	0.025373
escherichia_coli.k32.S_matchtigs.k_9.d_na.M_default	escherichia_coli.k32	matchtigs	9	na	default	Command exited with non-zero status 120	0.08951	na	na	na	na	na	na
escherichia_coli.k32.S_matchtigs.k_9.d_na.M_ones	escherichia_coli.k32	matchtigs	9	na	ones	0.02	0.00	0.02	89%	6312	264	0	0.03338
escherichia_coli.k32.S_matchtigs.k_9.d_na.M_runs	escherichia_coli.k32	matchtigs	9	na	runs	0.05	0.01	0.04	100%	18112	0	0	0.060286
escherichia_coli.k32.S_matchtigs.k_9.d_na.M_runsapprox	escherichia_coli.k32	matchtigs	9	na	runsapprox	0.05	0.01	0.04	96%	18112	0	0	0.06313
escherichia_coli.k32.S_matchtigs.k_9.d_na.M_zeros	escherichia_coli.k32	matchtigs	9	na	zeros	0.02	0.00	0.02	96%	6312	0	0	0.031086
escherichia_coli.k32.S_prophasm.k_9.d_na.M_default	escherichia_coli.k32	prophasm	9	na	default	Command exited with non-zero status 120	0.083498	na	na	na	na	na	na
escherichia_coli.k32.S_prophasm.k_9.d_na.M_ones	escherichia_coli.k32	prophasm	9	na	ones	0.02	0.00	0.01	88%	6312	272	0	0.027746
escherichia_coli.k32.S_prophasm.k_9.d_na.M_runs	escherichia_coli.k32	prophasm	9	na	runs	0.06	0.00	0.06	97%	18112	0	0	0.071658
escherichia_coli.k32.S_prophasm.k_9.d_na.M_runsapprox	escherichia_coli.k32	prophasm	9	na	runsapprox	0.05	0.00	0.05	98%	18112	0	0	0.061697
escherichia_coli.k32.S_prophasm.k_9.d_na.M_zeros	escherichia_coli.k32	prophasm	9	na	zeros	0.02	0.01	0.01	96%	6312	0	0	0.029429
escherichia_coli.k32.S_eulertigs.k_10.d_na.M_default	escherichia_coli.k32	eulertigs	10	na	default	Command exited with non-zero status 120	0.102659	na	na	na	na	na	na
escherichia_coli.k32.S_eulertigs.k_10.d_na.M_ones	escherichia_coli.k32	eulertigs	10	na	ones	0.09	0.00	0.08	96%	12704	1040	0	0.096501
escherichia_coli.k32.S_eulertigs.k_10.d_na.M_runs	escherichia_coli.k32	eulertigs	10	na	runs	0.29	0.02	0.26	99%	71700	0	0	0.29471
escherichia_coli.k32.S_eulertigs.k_10.d_na.M_runsapprox	escherichia_coli.k32	eulertigs	10	na	runsapprox	0.25	0.03	0.22	99%	71700	0	0	0.261395
escherichia_coli.k32.S_eulertigs.k_10.d_na.M_zeros	escherichia_coli.k32	eulertigs	10	na	zeros	0.08	0.00	0.07	100%	12704	0	0	0.085081
escherichia_coli.k32.S_greedytigs.k_10.d_na.M_default	escherichia_coli.k32	greedytigs	10	na	default	Command exited with non-zero status 120	0.115431	na	na	na	na	na	na
escherichia_coli.k32.S_greedytigs.k_10.d_na.M_ones	escherichia_coli.k32	greedytigs	10	na	ones	0.08	0.00	0.07	96%	12704	1032	0	0.086594
escherichia_coli.k32.S_greedytigs.k_10.d_na.M_runs	escherichia_coli.k32	greedytigs	10	na	runs	0.26	0.03	0.22	99%	71700	0	0	0.266055
escherichia_coli.k32.S_greedytigs.k_10.d_na.M_runsapprox	escherichia_coli.k32	greedytigs	10	na	runsapprox	0.28	0.03	0.25	99%	71700	0	0	0.291114
escherichia_coli.k32.S_greedytigs.k_10.d_na.M_zeros	escherichia_coli.k32	greedytigs	10	na	zeros	0.07	0.00	0.07	100%	12704	0	0	0.082526
escherichia_coli.k32.S_matchtigs.k_10.d_na.M_default	escherichia_coli.k32	matchtigs	10	na	default	Command exited with non-zero status 120	0.072573	na	na	na	na	na	na
escherichia_coli.k32.S_matchtigs.k_10.d_na.M_ones	escherichia_coli.k32	matchtigs	10	na	ones	0.09	0.00	0.07	79%	12712	1032	0	0.101081
escherichia_coli.k32.S_matchtigs.k_10.d_na.M_runs	escherichia_coli.k32	matchtigs	10	na	runs	0.30	0.02	0.25	93%	71640	1032	0	0.311425
escherichia_coli.k32.S_matchtigs.k_10.d_na.M_runsapprox	escherichia_coli.k32	matchtigs	10	na	runsapprox	0.39	0.03	0.34	96%	71648	0	0	0.402307
escherichia_coli.k32.S_matchtigs.k_10.d_na.M_zeros	escherichia_coli.k32	matchtigs	10	na	zeros	0.07	0.00	0.07	97%	12712	0	0	0.080138
escherichia_coli.k32.S_prophasm.k_10.d_na.M_default	escherichia_coli.k32	prophasm	10	na	default	Command exited with non-zero status 120	0.114301	na	na	na	na	na	na
escherichia_coli.k32.S_prophasm.k_10.d_na.M_ones	escherichia_coli.k32	prophasm	10	na	ones	0.08	0.00	0.07	100%	12704	0	0	0.085866
escherichia_coli.k32.S_prophasm.k_10.d_na.M_runs	escherichia_coli.k32	prophasm	10	na	runs	0.26	0.02	0.23	99%	71700	0	0	0.270458
escherichia_coli.k32.S_prophasm.k_10.d_na.M_runsapprox	escherichia_coli.k32	prophasm	10	na	runsapprox	0.29	0.04	0.25	99%	71700	0	0	0.304001
escherichia_coli.k32.S_prophasm.k_10.d_na.M_zeros	escherichia_coli.k32	prophasm	10	na	zeros	0.09	0.00	0.08	95%	12704	1080	0	0.096003
escherichia_coli.k32.S_eulertigs.k_11.d_na.M_default	escherichia_coli.k32	eulertigs	11	na	default	Command exited with non-zero status 120	0.133374	na	na	na	na	na	na
escherichia_coli.k32.S_eulertigs.k_11.d_na.M_ones	escherichia_coli.k32	eulertigs	11	na	ones	0.50	0.00	0.50	100%	38048	0	0	0.512818
escherichia_coli.k32.S_eulertigs.k_11.d_na.M_runs	escherichia_coli.k32	eulertigs	11	na	runs	1.37	0.07	1.29	99%	235284	0	0	1.374464
escherichia_coli.k32.S_eulertigs.k_11.d_na.M_runsapprox	escherichia_coli.k32	eulertigs	11	na	runsapprox	1.48	0.09	1.39	99%	235284	4104	0	1.492075
escherichia_coli.k32.S_eulertigs.k_11.d_na.M_zeros	escherichia_coli.k32	eulertigs	11	na	zeros	0.43	0.01	0.42	99%	38048	0	0	0.443061
escherichia_coli.k32.S_greedytigs.k_11.d_na.M_default	escherichia_coli.k32	greedytigs	11	na	default	Command exited with non-zero status 120	0.147872	na	na	na	na	na	na
escherichia_coli.k32.S_greedytigs.k_11.d_na.M_ones	escherichia_coli.k32	greedytigs	11	na	ones	0.51	0.01	0.49	99%	38048	0	0	0.517936
escherichia_coli.k32.S_greedytigs.k_11.d_na.M_runs	escherichia_coli.k32	greedytigs	11	na	runs	1.50	0.06	1.43	99%	235216	0	0	1.509068
escherichia_coli.k32.S_greedytigs.k_11.d_na.M_runsapprox	escherichia_coli.k32	greedytigs	11	na	runsapprox	1.35	0.05	1.30	99%	235216	0	0	1.360756
escherichia_coli.k32.S_greedytigs.k_11.d_na.M_zeros	escherichia_coli.k32	greedytigs	11	na	zeros	0.44	0.00	0.43	99%	38048	4104	0	0.445491
escherichia_coli.k32.S_matchtigs.k_11.d_na.M_default	escherichia_coli.k32	matchtigs	11	na	default	Command exited with non-zero status 120	0.131076	na	na	na	na	na	na
escherichia_coli.k32.S_matchtigs.k_11.d_na.M_ones	escherichia_coli.k32	matchtigs	11	na	ones	0.50	0.01	0.48	99%	38048	0	0	0.506589
escherichia_coli.k32.S_matchtigs.k_11.d_na.M_runs	escherichia_coli.k32	matchtigs	11	na	runs	1.36	0.07	1.29	99%	235248	0	0	1.374365
escherichia_coli.k32.S_matchtigs.k_11.d_na.M_runsapprox	escherichia_coli.k32	matchtigs	11	na	runsapprox	1.49	0.05	1.44	99%	235248	0	0	1.502333
escherichia_coli.k32.S_matchtigs.k_11.d_na.M_zeros	escherichia_coli.k32	matchtigs	11	na	zeros	0.44	0.02	0.41	99%	38048	4104	0	0.449893
escherichia_coli.k32.S_prophasm.k_11.d_na.M_default	escherichia_coli.k32	prophasm	11	na	default	Command exited with non-zero status 120	0.132264	na	na	na	na	na	na
escherichia_coli.k32.S_prophasm.k_11.d_na.M_ones	escherichia_coli.k32	prophasm	11	na	ones	0.53	0.00	0.52	99%	38048	0	0	0.536436
escherichia_coli.k32.S_prophasm.k_11.d_na.M_runs	escherichia_coli.k32	prophasm	11	na	runs	1.45	0.07	1.37	99%	237252	4256	0	1.455112
escherichia_coli.k32.S_prophasm.k_11.d_na.M_runsapprox	escherichia_coli.k32	prophasm	11	na	runsapprox	1.56	0.06	1.50	99%	237252	0	0	1.571954
escherichia_coli.k32.S_prophasm.k_11.d_na.M_zeros	escherichia_coli.k32	prophasm	11	na	zeros	0.46	0.01	0.44	99%	38048	0	0	0.470649
escherichia_coli.k32.S_eulertigs.k_12.d_na.M_default	escherichia_coli.k32	eulertigs	12	na	default	Command exited with non-zero status 120	0.317894	na	na	na	na	na	na
escherichia_coli.k32.S_eulertigs.k_12.d_na.M_ones	escherichia_coli.k32	eulertigs	12	na	ones	2.89	0.04	2.84	99%	141116	0	0	2.895891
escherichia_coli.k32.S_eulertigs.k_12.d_na.M_runs	escherichia_coli.k32	eulertigs	12	na	runs	8.21	0.23	7.96	99%	941796	17408	0	8.224124
escherichia_coli.k32.S_eulertigs.k_12.d_na.M_runsapprox	escherichia_coli.k32	eulertigs	12	na	runsapprox	8.12	0.26	7.84	99%	941964	0	0	8.129298
escherichia_coli.k32.S_eulertigs.k_12.d_na.M_zeros	escherichia_coli.k32	eulertigs	12	na	zeros	2.82	0.09	2.73	99%	141116	0	0	2.832673
escherichia_coli.k32.S_greedytigs.k_12.d_na.M_default	escherichia_coli.k32	greedytigs	12	na	default	Command exited with non-zero status 120	0.238153	na	na	na	na	na	na
escherichia_coli.k32.S_greedytigs.k_12.d_na.M_ones	escherichia_coli.k32	greedytigs	12	na	ones	2.81	0.05	2.74	99%	141116	16648	0	2.819697
escherichia_coli.k32.S_greedytigs.k_12.d_na.M_runs	escherichia_coli.k32	greedytigs	12	na	runs	7.47	0.26	7.20	99%	931368	0	0	7.480787
escherichia_coli.k32.S_greedytigs.k_12.d_na.M_runsapprox	escherichia_coli.k32	greedytigs	12	na	runsapprox	8.75	0.35	8.39	99%	931280	0	0	8.758679
escherichia_coli.k32.S_greedytigs.k_12.d_na.M_zeros	escherichia_coli.k32	greedytigs	12	na	zeros	2.53	0.04	2.48	99%	141116	0	0	2.536517
escherichia_coli.k32.S_prophasm.k_12.d_na.M_default	escherichia_coli.k32	prophasm	12	na	default	Command exited with non-zero status 120	0.31401	na	na	na	na	na	na
escherichia_coli.k32.S_prophasm.k_12.d_na.M_ones	escherichia_coli.k32	prophasm	12	na	ones	2.73	0.02	2.70	99%	141116	0	0	2.737213
escherichia_coli.k32.S_prophasm.k_12.d_na.M_runs	escherichia_coli.k32	prophasm	12	na	runs	7.66	0.20	7.44	99%	946816	0	0	7.670551
escherichia_coli.k32.S_prophasm.k_12.d_na.M_runsapprox	escherichia_coli.k32	prophasm	12	na	runsapprox	9.49	0.27	9.21	99%	946736	17744	0	9.501787
escherichia_coli.k32.S_prophasm.k_12.d_na.M_zeros	escherichia_coli.k32	prophasm	12	na	zeros	2.83	0.04	2.79	99%	141116	0	0	2.841128
escherichia_coli.k32.S_eulertigs.k_13.d_na.M_default	escherichia_coli.k32	eulertigs	13	na	default	Command exited with non-zero status 120	2.189749	na	na	na	na	na	na
escherichia_coli.k32.S_eulertigs.k_13.d_na.M_ones	escherichia_coli.k32	eulertigs	13	na	ones	18.03	0.13	17.87	99%	552640	89568	0	18.034643
escherichia_coli.k32.S_eulertigs.k_13.d_na.M_runs	escherichia_coli.k32	eulertigs	13	na	runs	1071.90	1.73	1068.27	99%	4081480	0	0	1071.910063
escherichia_coli.k32.S_eulertigs.k_13.d_na.M_runsapprox	escherichia_coli.k32	eulertigs	13	na	runsapprox	45.90	0.91	44.92	99%	3821088	0	0	45.911826
escherichia_coli.k32.S_eulertigs.k_13.d_na.M_zeros	escherichia_coli.k32	eulertigs	13	na	zeros	18.08	0.17	17.88	99%	552640	0	0	18.086529
escherichia_coli.k32.S_greedytigs.k_13.d_na.M_default	escherichia_coli.k32	greedytigs	13	na	default	Command exited with non-zero status 120	0.63793	na	na	na	na	na	na
escherichia_coli.k32.S_greedytigs.k_13.d_na.M_ones	escherichia_coli.k32	greedytigs	13	na	ones	13.42	0.13	13.28	99%	552640	0	0	13.433912
escherichia_coli.k32.S_greedytigs.k_13.d_na.M_runs	escherichia_coli.k32	greedytigs	13	na	runs	32.22	0.74	31.43	99%	3530768	0	0	32.229748
escherichia_coli.k32.S_greedytigs.k_13.d_na.M_runsapprox	escherichia_coli.k32	greedytigs	13	na	runsapprox	32.39	0.77	31.55	99%	3530768	64616	0	32.393783
escherichia_coli.k32.S_greedytigs.k_13.d_na.M_zeros	escherichia_coli.k32	greedytigs	13	na	zeros	14.26	0.13	14.12	99%	552620	0	0	14.27107
escherichia_coli.k32.S_prophasm.k_13.d_na.M_default	escherichia_coli.k32	prophasm	13	na	default	Command exited with non-zero status 120	2.166608	na	na	na	na	na	na
escherichia_coli.k32.S_prophasm.k_13.d_na.M_ones	escherichia_coli.k32	prophasm	13	na	ones	18.02	0.15	17.84	99%	552600	89576	0	18.029392
escherichia_coli.k32.S_prophasm.k_13.d_na.M_runs	escherichia_coli.k32	prophasm	13	na	runs	2087.13	3.10	2081.34	99%	4123232	0	0	2087.14344
escherichia_coli.k32.S_prophasm.k_13.d_na.M_runsapprox	escherichia_coli.k32	prophasm	13	na	runsapprox	49.32	1.03	48.23	99%	3819716	0	0	49.33169
escherichia_coli.k32.S_prophasm.k_13.d_na.M_zeros	escherichia_coli.k32	prophasm	13	na	zeros	15.76	0.09	15.65	99%	552644	0	0	15.768411
escherichia_coli.k32.S_eulertigs.k_14.d_na.M_default	escherichia_coli.k32	eulertigs	14	na	default	Command exited with non-zero status 120	9.292925	na	na	na	na	na	na
escherichia_coli.k32.S_eulertigs.k_14.d_na.M_ones	escherichia_coli.k32	eulertigs	14	na	ones	63.58	0.38	63.13	99%	1101520	284456	0	63.589294
escherichia_coli.k32.S_eulertigs.k_14.d_na.M_runs	escherichia_coli.k32	eulertigs	14	na	runs	78264.60	29.59	78124.65	99%	11238196	2872	0	78264.608316
escherichia_coli.k32.S_eulertigs.k_14.d_na.M_runsapprox	escherichia_coli.k32	eulertigs	14	na	runsapprox	166.38	2.48	163.73	99%	8771256	0	0	166.393759
escherichia_coli.k32.S_eulertigs.k_14.d_na.M_zeros	escherichia_coli.k32	eulertigs	14	na	zeros	65.92	0.26	65.60	99%	1101524	0	0	65.927369
escherichia_coli.k32.S_greedytigs.k_14.d_na.M_default	escherichia_coli.k32	greedytigs	14	na	default	Command exited with non-zero status 120	1.53344	na	na	na	na	na	na
escherichia_coli.k32.S_greedytigs.k_14.d_na.M_ones	escherichia_coli.k32	greedytigs	14	na	ones	37.19	0.18	36.98	99%	1101524	0	0	37.204048
escherichia_coli.k32.S_greedytigs.k_14.d_na.M_runs	escherichia_coli.k32	greedytigs	14	na	runs	92.66	1.74	90.78	99%	7909004	166704	0	92.669503
escherichia_coli.k32.S_greedytigs.k_14.d_na.M_runsapprox	escherichia_coli.k32	greedytigs	14	na	runsapprox	98.03	2.11	95.80	99%	7908964	0	0	98.040631
escherichia_coli.k32.S_greedytigs.k_14.d_na.M_zeros	escherichia_coli.k32	greedytigs	14	na	zeros	36.36	0.17	36.15	99%	1101524	0	0	36.371021
escherichia_coli.k32.S_prophasm.k_14.d_na.M_default	escherichia_coli.k32	prophasm	14	na	default	Command exited with non-zero status 120	8.217956	na	na	na	na	na	na
escherichia_coli.k32.S_prophasm.k_14.d_na.M_ones	escherichia_coli.k32	prophasm	14	na	ones	58.97	0.36	58.55	99%	1101520	284456	0	58.981359
escherichia_coli.k32.S_prophasm.k_14.d_na.M_runs	escherichia_coli.k32	prophasm	14	na	runs	125701.06	53.70	125474.56	99%	11458360	137304	0	125701.074818
escherichia_coli.k32.S_prophasm.k_14.d_na.M_runsapprox	escherichia_coli.k32	prophasm	14	na	runsapprox	164.09	2.52	161.39	99%	8767100	0	0	164.098399
escherichia_coli.k32.S_prophasm.k_14.d_na.M_zeros	escherichia_coli.k32	prophasm	14	na	zeros	57.94	0.34	57.54	99%	1101520	0	0	57.945276
escherichia_coli.k32.S_eulertigs.k_15.d_na.M_default	escherichia_coli.k32	eulertigs	15	na	default	11.35	1.20	17.87	167%	861940	0	8	11.949052
escherichia_coli.k32.S_eulertigs.k_15.d_na.M_ones	escherichia_coli.k32	eulertigs	15	na	ones	100.74	0.41	100.21	99%	1101524	0	0	100.745576
escherichia_coli.k32.S_eulertigs.k_15.d_na.M_runs	escherichia_coli.k32	eulertigs	15	na	runs	43429.86	19.51	43361.45	99%	13047608	0	0	43429.864456
escherichia_coli.k32.S_eulertigs.k_15.d_na.M_runsapprox	escherichia_coli.k32	eulertigs	15	na	runsapprox	254.49	3.48	250.72	99%	10567148	0	0	254.496217
escherichia_coli.k32.S_eulertigs.k_15.d_na.M_zeros	escherichia_coli.k32	eulertigs	15	na	zeros	98.12	0.39	97.62	99%	1101500	0	0	98.133672
escherichia_coli.k32.S_greedytigs.k_15.d_na.M_default	escherichia_coli.k32	greedytigs	15	na	default	Command exited with non-zero status 120	2.418889	na	na	na	na	na	na
escherichia_coli.k32.S_greedytigs.k_15.d_na.M_ones	escherichia_coli.k32	greedytigs	15	na	ones	60.57	0.43	60.05	99%	1101520	251912	0	60.57491
escherichia_coli.k32.S_greedytigs.k_15.d_na.M_runs	escherichia_coli.k32	greedytigs	15	na	runs	170.86	2.96	167.70	99%	10270560	0	0	170.871211
escherichia_coli.k32.S_greedytigs.k_15.d_na.M_runsapprox	escherichia_coli.k32	greedytigs	15	na	runsapprox	168.74	2.98	165.54	99%	10270556	0	0	168.746752
escherichia_coli.k32.S_greedytigs.k_15.d_na.M_zeros	escherichia_coli.k32	greedytigs	15	na	zeros	64.44	0.27	64.11	99%	1101516	0	0	64.446643
escherichia_coli.k32.S_prophasm.k_15.d_na.M_default	escherichia_coli.k32	prophasm	15	na	default	10.95	1.07	16.71	162%	864260	8	8	11.603288
escherichia_coli.k32.S_prophasm.k_15.d_na.M_ones	escherichia_coli.k32	prophasm	15	na	ones	97.00	0.42	96.48	99%	1101516	0	0	97.011821
escherichia_coli.k32.S_prophasm.k_15.d_na.M_runs	escherichia_coli.k32	prophasm	15	na	runs	66592.42	13.67	66494.67	99%	13212556	0	0	66592.432264
escherichia_coli.k32.S_prophasm.k_15.d_na.M_runsapprox	escherichia_coli.k32	prophasm	15	na	runsapprox	239.45	3.49	235.56	99%	10575500	0	0	239.457024
escherichia_coli.k32.S_prophasm.k_15.d_na.M_zeros	escherichia_coli.k32	prophasm	15	na	zeros	96.43	0.42	95.92	99%	1101516	0	0	96.435556
escherichia_coli.k32.S_eulertigs.k_16.d_na.M_default	escherichia_coli.k32	eulertigs	16	na	default	Command exited with non-zero status 120	8.078033	na	na	na	na	na	na
escherichia_coli.k32.S_eulertigs.k_16.d_na.M_ones	escherichia_coli.k32	eulertigs	16	na	ones	97.75	0.51	97.15	99%	2199280	0	0	97.755496
escherichia_coli.k32.S_eulertigs.k_16.d_na.M_runs	escherichia_coli.k32	eulertigs	16	na	runs	2771.02	10.01	2757.68	99%	14827432	0	0	2771.03068
